text,label,speaker
"so it, I mean, it protects us in the long run hopefully when they do that.",sv,B
"But, you know, our,",%,B
She has two little boys.,sd,A
Yeah,ny,B
"And, um, we've always paid tax, you know, on everything we purchased, even food at the grocery store.",sd,A
Uh-huh.,b,A
"Oh, that was one of my favorites,",sd,B
But there seems to be a resistance.,sv,A
so.,%,A
"I think there's a lot of the economic problems that the country was having at the time and the, the recession and stuff,",sv,B
"But, uh, it seems like I get most of my news from television.",sd,A
That sounds good.,ba,A
but it's very sad.,sv,A
"But see, they're not in Dallas.",sd,A
"they don't,",sd,A
Is it?,bh,A
Oh.,bk,A
maybe there should be stiffer penalties for those people who come back again and again.,sv,A
"I don't know what, what the solution is.",sd,A
"and,",%,A
Uh-huh.,b,A
"that's probably, that's true,",aa,A
"and it printed out like ten checks,",sd,B
Uh-huh.,b,B
"but the, the the general, the opinion among, among the, uh, meteorologists at, uh,",sd,B
I have one son who's gone,sd,B
yes.,aa,A
"Well, you should try it.",sv,B
but that's about the extent of our lawn care.,sd,A
"But they know they get to decide how severe the sentence is if it's, you know,",sv,B
"I guess, as far as people like, uh, our family, we can feel like sometimes we pay more than our share as middle class people with, Americans with um, college age students, you know,",sv,A
"and talk a talking about alcohol and beer, look at the taxes on that, and the taxes on a package of, of cigarettes.",ad,A
and you got to put put stuff in them you know.,sv,B
Right.,b,A
Right.,aa,B
"My mother and my father split up when we were young,",sd,A
and there is one that I would feel uncomfortable but has doing sentencing without the jury I would feel a little bit uneasy about,sd,B
"so I,",%,A
I can't remember what the the term was going around.,sd,B
"Oh, I'm, I'm sure.",ba,B
"If,  I get through a magazine, I've been,",sd,B
"Uh-huh,",b,A
"Right,",aa,B
"And I'm just, I guess I'm just middle America or something.",sv,B
"And, I, I wish I could hear more about your historian part of your life, because that sounds really fascinating to me.",sd,A
"Well, um, on this car I've got now, no,",ng,B
Uh-huh.,b,A
Right.,b,B
"Oh, yeah, uh,",b,A
"and Schwartzkopf, uh, you know, might make a good, uh, politician, whether it be Governor or whatever, you know.",sv,A
Okay.,b,A
Uh-huh.,b,B
it depends.,h,A
"Oh, well, it sounds like you're pretty much into computers.",sv,A
"And it's,",%,B
Yeah.,b,A
"and they're, that's a liberal, uh, a liberal field at least from academia",sv,B
"And, and they're trying to think of what's a Troy ounce.",sd,B
"Oh, this last week, we bought a sewing machine at Zak's,",sd,A
"So I adopted the Rangers,",sd,A
Okay.,"fo_o_fw_""_by_bc",A
"uh, it's made with,",%,B
"Yeah,",aa,B
"Oh, well, yeah,",aa,B
but I am older,sv,A
Um.,%,B
"and you know, talking about fields, people going into different fields, I made an off, off the cuff remark about lawyers, about their integrity being questionable.",sd,A
"Yeah,",aa,A
so you watch DAVID LETTERMAN?,qy,A
They don't want to play around adults.,sd,B
"that's right,",ba,B
"they, they seemed to admit that it wasn't working,",sd,B
Yeah.,b,A
"I do, too",sd,A
"What, what do you call Alzheimer disease and stuff like that",qw,A
"I think the last novel I read I read, I guess, in conjunction with my wife over vacation last year.",sd,A
Do you,bh,B
"And that's down in the, the Stoneleigh Hotel now.",sd,B
it really does.,sd,A
"I mean,",%,A
"and I don't know if, if they put, make uniforms the thing for the kids,",sd,A
Yeah.,b,A
"Uh, we also have some two year college.",sd,A
Yeah.,b,A
"and we're leasing a, uh, two story town home in a section of Dallas they call North Dallas.",sd,A
Otherwise you got bees and ants,sv,A
I'd like to do some sailing.,sd,B
"Well, what are some of your, your favorite inexpensive places?",qw,A
Maybe we'll talk to you again.,fc,A
"And people in this country are really wedded to their, uh, cars,",sv,B
"They say what aspect are you worried about,","fo_o_fw_""_by_bc",A
Yeah.,b,B
"So,",%,B
How about yourself?,qo,B
"my mother, uh,",%,B
"uh, let's see,",^h,A
Right.,aa,A
"we're right across from a river,",sd,B
"And I couldn't help thinking when that last it was a funny question when that last part of the question came about how many things can we, uh, actually put a legal code on that, uh, how much, uh, should it be our, uh, prerogative to see into the private lives of these people. You know.",sv,A
"Not my favorite place, but. A necessity",sv,B
Yeah,b,B
"Yeah,",b,A
"Uh, back when I had my business I got one.",sd,A
Yes.,b,A
yeah.,b,B
so,%,A
Uh-huh.,aa,B
And I begin to wonder if I'm really getting my money's worth.,sv,A
Right.,aa,A
Right.,b,B
"and, you know, when I get her job, um, you know, we, we look at her paycheck, I'm just floored when I see how little of it we're actually allowed to keep.",sd,B
Boy,ba,A
I do know that I've had tenured professors that were just sorry.,sd,B
"Uh, what do you  think about that?",qo,B
"Although this year's, it's a little easier to miss than last year. With the new cast and everything.",sd,B
yeah.,b,A
"Well, let's, let's make them have a degree in economy, uh, or economics.",sv,B
"And, she's never been curious,",sd,A
"and the story was, uh,",sd,A
"She's two months now, nine weeks.",sd,A
I worked in one as a teenager.,sd,B
"I, I commend Israel for their restraint in not responding to the Scud attacks.",sd,A
and this year I believe they will be in tents also.,sd,A
Hi.,fp,A
"Both of my kids do,",sd,A
"I mean, I ended up having, I ended up actually losing my credit cards.",sd,B
"yeah,",%,A
But they could take that whole collection,sd,A
"but to us, you know,",%,B
"they've, decide the penalty separately from the verdict.",qy^d,B
and then you just dip the cracker in the sauce with the clams and the cream cheese,sd,B
"Did you, uh, require more than one can of paint?",qy,B
Right.,b,A
"Um, so we didn't ever make that mistake again, luckily",sd,A
"So, if you lower the amount they make and raise the amount of true minimum wage jobs, not those that are affected by the federal minimum wage, then more people will get off welfare.",sv,A
"Sometimes when you lose someone that you really love, you do some crazy things",sv,B
"Because a, a, a child can get into anything",sv,B
"if I had, or if I had a little cheddar cheese, sometimes I would grate that up.",sd,A
"Uh-huh,",b,B
And so it's wonderful to have the room and the space,sd,B
you know what I'm saying?,qy,A
"But I live close by there in north, far north Garland.",sd,B
"I had a friend from college that lives in, uh,",sd,B
Yeah.,b,A
"We used to live in Oakland,",sd,A
"Looked pretty confining, huh.",qy^d,B
"But on the other hand, you feel like almost they're, they're invading us to the point where they're going to take over",sv,B
and we still have a scrap every now and then.,sd,A
Right.,"fo_o_fw_""_by_bc",A
"I, uh, I agree with you there. Uh-huh.",aa,B
"Oh, that's cool.",ba,B
Yeah.,b,B
Hi.,fp,A
"but, the public, I don't know.",sv,B
that's pretty wild.,ba,A
"I just think it, it's, it's a duty of the parent to do that.",sv,A
Uh-huh.,b,B
"But it costs, uh, fifty thousand dollars right now.",sd,B
"It, it does have a good, uh, simple, uh, you know,",sv,B
Uh-huh.,b,A
"a lot of, a lot of the women that I work for have husbands who are, um, vice-presidents of companies",sd,B
"You don't use, you don't use the medical insurance?",qy^d,A
"and, you know, it, uh, it kind of knocks down two of the big risk categories for coronary artery disease which is, uh, uh, low cardiovascular fitness, and also, uh, you know, the cholesterol.",sd,A
We have a new one from A T AND T,sd,B
"I'm,",%,B
"And I thought, uh-huh, this is, this is unreal,",sd,A
"but you know, if, if they figure there's maybe litigating circumstances, or something like that whereas maybe the judge does, just doesn't care, you committed this crime",sv,B
I guess you could put a dollar figure on it if you really want to make that kind of an effort and regulate it like that.,sv,B
than most.,aa,B
"we've been studying this in our school, that, um, this is one of the symptoms, or not the symptoms,",sd,A
"Uh, and so that was some of,",sd,A
I've heard it's really pretty.,sd,B
"the problem is that it hits, the sun hits it.",sd,B
"I got this cough,",sd,A
"it's just because that I would be reminded every day of something that I don't see,",sd,A
I have a brother who spent two years in Bolivia.,sd,B
yeah.,b,B
"You know, I just,",%,A
Uh-huh.,b,A
"and he offered, you know, to take me to one of the games because, apparently, he'd bought, uh, he and four other people from Honeywell had bought a seat, or a row of seats actually, for the home games.",sd,B
"and, uh, my husband and I will go out to dinner and come home and, um, probably not too late.",sd,B
"But, uh, as far as politics in the grander, uh, part of it as if you want to look at, uh, election type things, I'm not quite sure even if I'm going to vote.",sd,A
took it back,sd,A
"you know, if you have hobbies that are the same, then, you know, you can enjoy your hobby together,",sv,B
"well, I hate to say how long that will last too.",sd,B
Huh.,%,B
I see.,b,B
I need to get things done,sd,A
"you,",%,A
"Um, it was really nice talking to you.",fc,B
"And it's things like tobacco are, uh, they're, they're a proven health hazard to smokers  as well as nonsmokers",sd,B
I understand.,ba,B
"Right,",b,B
Uh-huh.,b,B
I graduated from college with my bachelor's degree in nineteen sixty-four.,sd,A
"but I don't have a regular plan, that's",sd,A
"and it was, uh, it was an experience that they didn't enjoy at all.",sd,A
I feel a little more worldly now,sd,A
"well I mean, it seems to be kind of inherent in the political process, right, that you've got, uh, people, you know, trying to, trying to corner money for their state or for their constituents so that they can get reelected.",sv,B
"and it has not today,",sd,A
"I think that's one of the reasons our,",sd,A
that's the only thing.,sd,A
Uh-huh.,b,A
"I don't believe in this career, you know, this career drive when, when they're small, because I think,",sv,B
Uh-huh.,b,A
I have a good time with them,sd,B
"and we're expecting a baby this summer,",sd,A
"it wasn't forty-eight,",ar,B
Wow.,ba,A
"Well, you've got some experience behind you in the work force.",sv,B
"So, we gave him up and tried.",sd,A
"Oh, uh-huh.",b,A
True.,ba,A
"but of course, now, you know T I,",sv,B
"but I've never, I'd, you know, I was pretty much in shape walking",sd,A
Yeah.,b,A
Uh-huh.,b,A
"and, uh, you know, I I make a lot of my Christmas presents,",sd,B
"Yeah,",b,B
And the hand eye coordination,sv,B
I don't have the equipment here.,sd,B
uh-huh.,b,A
"Well, not only that, a lot of them's not even turned in.",sv,A
"and, uh, yeah,",%,B
"She said she'll never put her child in a, in a, in a in a in a preschool.",sd,B
I would like to be a little more into investigating some of the other countries in the world and their educational problems. And to come up with something a little better than what we've got.,sd,B
"we only have one child, you know,",sd,A
Is that right?,bh,A
"See that's why I, it's interesting because you have I, I'm going to say you have an accent",sv,B
Yeah.,b,B
"And I really, you know,",%,A
"you know, what's the trade off there,",qw,B
Right.,b,B
"is it,",%,A
Uh-huh.,b,B
"Do you, uh,",%,B
"so, but he, he's real unusual in that, uh,",sd,B
"Uh-huh,",b,A
"We just,",sd,B
"And, um, for a while I had a, um, uh, a partnership with a, in an advertising agency with another woman who is a, an artist.",sd,A
"Uh, so there were probably really fight to keep it in if they could.",qy^d,A
"and then, you know, they have someone that comes around and pick it up, you know, every afternoon which, you know, is an excellent idea,  at work because I know the amount paper they go through there",sd,B
Uh-huh.,b,A
Yeah.,b,B
"I have, personally I have a problem with it,",sd,A
"Oh, warm",ba,A
I'm selling in out now to go to school full time,sd,B
"I think England has about a seventy percent, sixty-five percent turn out.",sd,A
"as you get to a certain number of miles, you have to get everything replaced, brakes, shocks and all that.",sd,A
so I have no problems.,sd,A
I think it's close to the dam up there,sd,A
"Well, are, these are done with a flour tortilla.",sd,A
Uh-huh.,b,B
"and, and so, it was, it was a much more intense book than the sort of flimflam that they cast off in the movie",sv,A
"No,",ar,B
"It, you know, it could lead to another Woodstock type thing, you know, where where there's just too much material things,",sv,B
Right.,b,A
"Hi, Wanet is his last",fp,A
"Well,",%,A
To the heat.,^2,B
Well so many of them also come through,sv,A
"I'm in Dallas, Texas.",sd,B
or doesn't really matter.,qrr,A
"maybe some day I probably won't be alive to see it,",sv,B
